,SymbolsA,EntrezsA,AveExpr,B
206583_at,KRBOX4,55634,6.22202453730506,-4.48910809734871
219209_at,IFIH1,64135,8.33409533969142,-4.49107010354015
212325_at,LIMCH1,22998,7.23356158616931,-4.49148831074663
203417_at,MFAP2,4237,9.0549914763254,-4.49223923887
204440_at,CD83,9308,9.43565146228868,-4.49715517321427
219492_at,CHIC2,26511,7.77470461084375,-4.50338415448494
219910_at,FICD,11153,7.45887299883946,-4.50516444744805
217948_at,FAM127B,26071,8.34271586439672,-4.50555831807378
213160_at,DOCK2,1794,7.77241449927801,-4.50621303596429
219276_x_at,CAAP1,79886,8.31422638142851,-4.5064762289273
214703_s_at,MAN2B2,23324,7.41068104223179,-4.51185981286391
205786_s_at,ITGAM,3684,8.56380549221966,-4.51604297800875
219109_at,SPAG16,79582,6.62124156447984,-4.51704334092021
218614_at,KIAA1551,55196,8.44615089382489,-4.51731298051974
219666_at,MS4A6A,64231,10.5037160446117,-4.51814045798436
204072_s_at,FRY,10129,7.41955281317464,-4.51924380222945
213035_at,ANKRD28,23243,8.77919210362067,-4.52096563979099
203780_at,MPZL2,10205,6.47415895391098,-4.52200667189155
217223_s_at,BCR,613,7.24291940011018,-4.52383681902141
212841_s_at,PPFIBP2,8495,8.54449533999746,-4.52392799600465
212232_at,FNBP4,23360,8.7959426647736,-4.52456115280422
221482_s_at,ARPP19,10776,8.69181793165161,-4.52493776849812
201702_s_at,PPP1R10,5514,7.87995325466397,-4.52609405174318
209939_x_at,CFLAR,8837,9.66455639609424,-4.52957107958733
208747_s_at,C1S,716,11.8147034817706,-4.52992170320154
202545_at,PRKCD,5580,7.55404627425257,-4.53066821222842
221019_s_at,COLEC12,81035,7.7536285385655,-4.53124318162905
211689_s_at,TMPRSS2,7113,6.51895640465994,-4.53214235450138
202962_at,KIF13B,23303,8.70824603689188,-4.53288014880419
209399_at,HLCS,3141,7.72401937207659,-4.53495170125004
201426_s_at,VIM,7431,12.1544168487784,-4.5363705631924
211936_at,HSPA5,3309,11.5469328155097,-4.53722790260101
217127_at,CTH,1491,5.66498527180797,-4.53904154139282
209687_at,CXCL12,6387,10.1871265179692,-4.53911153863515
200610_s_at,NCL,4691,11.8556168873919,-4.53941619298073
203619_s_at,FAIM2,23017,7.20836027345409,-4.5398235956682
209092_s_at,GLOD4,51031,8.73097143062905,-4.53992199381723
200987_x_at,PSME3,10197,7.95429937477244,-4.54036045312871
204057_at,IRF8,3394,9.01203922186668,-4.54082973155441
208673_s_at,SRSF3,6428,8.21430900588183,-4.54283520658009
219843_at,IPP,3652,6.50907138619652,-4.5434104069135
212295_s_at,SLC7A1,6541,10.4134171435935,-4.54485354334988
205646_s_at,PAX6,5080,7.17135739019762,-4.54617220859375
212509_s_at,MXRA7,439921,10.8270837032851,-4.5497209020129
218096_at,AGPAT5,55326,9.18077017027022,-4.55012668794926
216381_x_at,AKR7A3,22977,8.58133404535297,-4.55088047160716
200025_s_at,RPL27,6155,12.7494403185449,-4.55139754260246
221547_at,PRPF18,8559,8.31146216207689,-4.55194474254482
204937_s_at,ZNF274,10782,8.91957798909662,-4.55424291015716
208527_x_at,HIST1H2BE,8344,7.54379492109308,-4.5543254888729
219646_at,DEF8,54849,8.01023792979279,-4.55546715233088
221676_s_at,CORO1C,23603,10.0235971289622,-4.55684589305289
204618_s_at,GABPB1,2553,9.1248566332928,-4.55980638246293
218034_at,FIS1,51024,9.4020393642681,-4.55996810306033
214710_s_at,CCNB1,891,9.23696391718572,-4.56299107711297
204970_s_at,MAFG,4097,8.62798855898767,-4.56310918548392
217496_s_at,IDE,3416,8.58635464854529,-4.56325698590251
218731_s_at,VWA1,64856,7.43606707615776,-4.56444118380833
218649_x_at,NEMF,9147,9.28287922995184,-4.56511229245071
220318_at,EPN3,55040,7.77313955305676,-4.56678173235684
212744_at,BBS4,585,7.66353162474691,-4.57212340166117
32128_at,CCL18,6362,10.1477267160658,-4.57227233974871
205476_at,CCL20,6364,6.41037679643802,-4.57231791895266
203911_at,RAP1GAP,5909,9.1028796213938,-4.57417168256893
218549_s_at,RMDN1,51115,8.36691429311909,-4.57542010238783
203153_at,IFIT1,3434,9.78565755871577,-4.57594647257469
214684_at,MEF2A,4205,7.61841379755279,-4.57827140070638
210609_s_at,TP53I3,9540,8.67927079337611,-4.57878972319011
213974_at,ADAMTSL3,57188,5.95088153144011,-4.57913817214043
202296_s_at,RER1,11079,10.3786987965701,-4.58115100195102
219233_s_at,GSDMB,55876,7.86894810549404,-4.58168890447059
202193_at,LIMK2,3985,8.95001225553177,-4.58193331011003
202974_at,MPP1,4354,8.93148100976956,-4.58402911407817
201592_at,EIF3H,8667,12.0977296056375,-4.58477369164339
213603_s_at,RAC2,5880,10.3364727635681,-4.58495879005457
202722_s_at,GFPT1,2673,10.197141515735,-4.59216038268718
205644_s_at,SNRPG,6637,11.6941435638431,-4.59317261635686
206378_at,SCGB2A2,4250,8.22254441506032,-4.59356191854054
218137_s_at,SMAP1,60682,9.24484061561023,-4.59714007404333
215235_at,SPTAN1,6709,9.98305244438563,-4.59805921651797
217933_s_at,LAP3,51056,10.7246404203318,-4.59890915175304
219981_x_at,ZNF587,84914,8.57119430901981,-4.59896791931687
221864_at,ORAI3,93129,9.51822136631976,-4.59921611127336
202583_s_at,RANBP9,10048,7.06661021050584,-4.59978363002983
207375_s_at,IL15RA,3601,8.31859666423561,-4.6004119374041
218196_at,OSTM1,28962,8.25895142181997,-4.60103148565316
219038_at,MORC4,79710,8.36146548867864,-4.60207610039163
213975_s_at,LYZ,4069,10.8491341745655,-4.60332361487461
214453_s_at,IFI44,10561,9.41464405945976,-4.60336304714156
218242_s_at,KMT5B,51111,8.51144054216442,-4.60385919623827
217827_s_at,SPG21,51324,10.8161550927576,-4.60417124737015
202780_at,OXCT1,5019,8.87690196065079,-4.6052907428402
202683_s_at,RNMT,8731,8.50107081230749,-4.60758541361593
209080_x_at,GLRX3,10539,9.13823217553891,-4.60821382240882
219202_at,RHBDF2,79651,8.63225921244939,-4.61073981042725
204924_at,TLR2,7097,8.89271502727147,-4.61093015210939
201850_at,CAPG,822,9.41248711104627,-4.61203527587399
209608_s_at,ACAT2,39,8.15820728667331,-4.61209084443145
203669_s_at,DGAT1,8694,7.94033033331756,-4.61525955014927
204236_at,FLI1,2313,5.97540203671283,-4.61673744855096
203173_s_at,C16orf62,57020,8.35448610961235,-4.61875448201499
203459_s_at,VPS16,64601,9.140901690574,-4.61910674557538
202844_s_at,RALBP1,10928,8.7829519588606,-4.61996571284022
213943_at,TWIST1,7291,6.08099861223154,-4.62036851156559
204034_at,ETHE1,23474,9.29666795129594,-4.62103532455408
204446_s_at,ALOX5,240,8.41654261231614,-4.62138029307418
206336_at,CXCL6,6372,5.2374422397869,-4.62177787203623
204806_x_at,HLA-F,3134,10.9031602404449,-4.62288695110562
201128_s_at,ACLY,47,11.5127506197146,-4.62304626015509
203089_s_at,HTRA2,27429,9.03291996127239,-4.62495504932675
211569_s_at,HADH,3033,9.26634460311089,-4.62496160930411
211986_at,AHNAK,79026,10.3836126319506,-4.627764292631
202163_s_at,CNOT8,9337,7.42984063445826,-4.62933727404538
204818_at,HSD17B2,3294,7.74616319178857,-4.62985699274376
213243_at,VPS13B,157680,8.3370536322402,-4.63090922082717
218229_s_at,POGK,57645,9.32771213830448,-4.63109781330093
218432_at,FBXO3,26273,8.8655418030311,-4.6338099425636
211742_s_at,EVI2B,2124,8.03629520448647,-4.63655546391586
203131_at,PDGFRA,5156,9.8539419950934,-4.63779250355826
214937_x_at,PCM1,5108,8.31030490829487,-4.63820041283163
204880_at,MGMT,4255,6.95816529473824,-4.63865709411081
219429_at,FA2H,79152,7.22480568723102,-4.64084723068368
43544_at,MED16,10025,7.15697128539145,-4.64160526391635
213139_at,SNAI2,6591,8.35570926609106,-4.64161309195112
219230_at,TMEM100,55273,5.54072845282101,-4.64482117184995
217865_at,RNF130,55819,9.96936754580887,-4.64587497759307
209498_at,CEACAM1,634,8.25452241057959,-4.64619190437085
219960_s_at,UCHL5,51377,8.88647259925581,-4.65178075772433
205593_s_at,PDE9A,5152,7.1885588095103,-4.65255899116367
214073_at,CTTN,2017,7.63916030406935,-4.65369029221035
212715_s_at,MICAL3,57553,5.99689928019238,-4.65373623403718
207996_s_at,LDLRAD4,753,7.66486459244024,-4.6541905930065
31845_at,ELF4,2000,8.61515880731173,-4.65430840053472
202703_at,DUSP11,8446,9.01976490896301,-4.6545393194422
200656_s_at,P4HB,5034,9.39000110910397,-4.65605035742048
206483_at,LRRC6,23639,7.40953852961681,-4.65622311686153
203896_s_at,PLCB4,5332,6.50450598111417,-4.6563010267538
205708_s_at,TRPM2,7226,7.86019482890932,-4.65650624019234
206869_at,CHAD,1101,6.84056131302049,-4.6571849553419
218742_at,NARFL,64428,8.31158618200018,-4.65788940153186
212792_at,DPY19L1,23333,7.63344776074195,-4.65857923624908
219959_at,MOCOS,55034,7.94827365983545,-4.65861158569479
211686_s_at,MAK16,84549,8.84351384533393,-4.6610308016739
204279_at,PSMB9,5698,10.2789519269983,-4.66130612486516
210644_s_at,LAIR1,3903,8.95076740423822,-4.66286736889341
201885_s_at,CYB5R3,1727,10.7041102263864,-4.66366809341264
201821_s_at,TIMM17A,10440,8.60877957312822,-4.66391646610587
204214_s_at,RAB32,10981,9.29499033117269,-4.66586089262932
209945_s_at,GSK3B,2932,8.16939173233079,-4.66610222095433
214766_s_at,AHCTF1,25909,7.02459049083986,-4.66660228512987
219913_s_at,CRNKL1,51340,9.28688011524271,-4.66765768200369
204485_s_at,TOM1L1,10040,8.77709779121353,-4.66825805939994
203415_at,PDCD6,10016,10.3424028760678,-4.66843771406489
201714_at,TUBG1,7283,8.7318790097184,-4.66871191524095
206216_at,SRPK3,26576,7.35398019926052,-4.66928222805288
203404_at,ARMCX2,9823,8.29109419180996,-4.67269355958412
221492_s_at,ATG3,64422,9.57827323309082,-4.67302565744913
201707_at,PEX19,5824,8.72058074951149,-4.67372716257264
204008_at,DNAL4,10126,8.64162021444479,-4.67435872323776
218559_s_at,MAFB,9935,10.7476813982691,-4.67468213142632
209486_at,UTP3,57050,8.96695021651205,-4.67547025526319
221752_at,SSH1,54434,8.42547201141546,-4.67633186134977
205613_at,SYT17,51760,7.71081720103324,-4.67821550296862
213050_at,COBL,23242,10.0489506349109,-4.67826313808814
202551_s_at,CRIM1,51232,7.22797913488799,-4.67874848379686
220973_s_at,SHARPIN,81858,8.48640507998076,-4.68028448518196
209354_at,TNFRSF14,8764,7.66096530375953,-4.68043377932209
208941_s_at,SEPHS1,22929,9.67710735510084,-4.68110759884943
219130_at,TRMT13,54482,7.84181751746692,-4.68143159172253
203155_at,SETDB1,9869,9.1191753878213,-4.68203479716742
218796_at,FERMT1,55612,7.55203696460136,-4.68277801143805
202486_at,AFG3L2,10939,9.82627346247062,-4.68451659585277
213317_at,CLIC5,53405,5.80936249247609,-4.6860351431809
205407_at,RECK,8434,7.157569139538,-4.68713497530511
214730_s_at,GLG1,2734,10.5990555746665,-4.69249321836406
205029_s_at,FABP7,2173,7.65656727234072,-4.69394591077363
203401_at,PRPS2,5634,8.96585135360073,-4.69459937493473
212400_at,FAM102A,399665,8.7806778565349,-4.69788094859403
218068_s_at,ZNF672,79894,8.61824710741071,-4.69858723198291
202478_at,TRIB2,28951,8.83555289887588,-4.69902890078837
1729_at,TRADD,8717,8.89264054865009,-4.6997281699395
205217_at,TIMM8A,1678,7.21876812095797,-4.70202721608909
219735_s_at,TFCP2L1,29842,8.18762670189964,-4.703076039761
202051_s_at,ZMYM4,9202,9.09261682946187,-4.70432876096785
201465_s_at,JUN,3725,8.3182358535092,-4.70438284619187
219888_at,SPAG4,6676,6.6686870978032,-4.70453401160901
203143_s_at,KIAA0040,9674,7.86683802998948,-4.70758896370878
221031_s_at,APOLD1,81575,7.96447551815726,-4.70765023272148
208685_x_at,BRD2,6046,9.45191956500717,-4.71238120315112
213703_at,LINC00342,150759,5.84224038424138,-4.71677623116735
214469_at,HIST1H2AE,3012,6.26424805740873,-4.7169427765923
213145_at,FBXL14,144699,8.99456916367641,-4.72068473498375
201125_s_at,ITGB5,3693,11.4180430095533,-4.72187079842755
201599_at,OAT,4942,11.4162206896005,-4.72253756755527
217770_at,PIGT,51604,9.8044184883667,-4.72285316805799
217961_at,SLC25A38,54977,8.81214199432141,-4.7230678493822
218038_at,ATP5SL,55101,8.77763868401037,-4.7233377598762
205488_at,GZMA,3001,7.46263688786172,-4.72395850139828
219180_s_at,PEX26,55670,7.92480862518757,-4.72437837181177
218254_s_at,SAR1B,51128,9.61991445326185,-4.72445417680344
211769_x_at,SERINC3,10955,10.3229503513378,-4.72468346881815
218862_at,ASB13,79754,9.50304066391753,-4.72478666191367
203349_s_at,ETV5,2119,8.73222078323969,-4.72596226688938
212837_at,FAM175B,23172,9.60263293216056,-4.72640955191945
210878_s_at,KDM3B,51780,8.41759689506035,-4.7287008867332
208270_s_at,RNPEP,6051,9.74452616110858,-4.72951209710253
209143_s_at,CLNS1A,1207,11.0017984190961,-4.72969980503531
222204_s_at,RRN3,54700,8.58428741863568,-4.73132069949859
218795_at,ACP6,51205,9.09828801676677,-4.73323541703744
204161_s_at,ENPP4,22875,5.53611716056121,-4.73460358406244
212676_at,NF1,4763,8.79275704028797,-4.73719099699771
211928_at,DYNC1H1,1778,10.2291799418198,-4.73943926492629
221677_s_at,DONSON,29980,7.11503049007659,-4.73998516577012
203781_at,MRPL33,9553,9.65941186727514,-4.74145214308036
218583_s_at,DCUN1D1,54165,9.82604527868,-4.7416600055983
219639_x_at,PARP6,56965,9.27694683048891,-4.74312140550384
203477_at,COL15A1,1306,9.58149453144586,-4.7436518726958
209101_at,CTGF,1490,8.81628396999886,-4.74403727126822
218781_at,SMC6,79677,9.11288457846081,-4.74466233937517
205667_at,WRN,7486,7.37080551336668,-4.74509466637117
201505_at,LAMB1,3912,8.45418073601143,-4.74647877004101
204985_s_at,TRAPPC6A,79090,8.58933673804941,-4.74760480844783
209780_at,PHTF2,57157,8.51991170439741,-4.74795483117112
219232_s_at,EGLN3,112399,7.49142936059934,-4.74898056889654
204868_at,MRPL58,3396,8.95993073402999,-4.74985115481071
206133_at,XAF1,54739,9.04109573638225,-4.75090765488327
219208_at,FBXO11,80204,5.48108041733105,-4.75104482778259
219000_s_at,DSCC1,79075,7.64460994040174,-4.75716289482703
209028_s_at,ABI1,10006,9.07798334239933,-4.75728616223962
203932_at,HLA-DMB,3109,10.9455066419456,-4.75856488919013
206109_at,FUT1,2523,7.29134803241504,-4.76005166520424
204240_s_at,SMC2,10592,8.24833494783086,-4.76282772337408
205428_s_at,CALB2,794,6.91450937205019,-4.76318158847349
201931_at,ETFA,2108,10.1011522456079,-4.76325834611459
200884_at,CKB,1152,8.20245377571247,-4.76500464090844
212090_at,GRINA,2907,7.71582786875161,-4.76599181440705
218982_s_at,MRPS17,51373,9.53054983391828,-4.76621587327444
218780_at,HOOK2,29911,8.37800238375825,-4.76622461835505
201917_s_at,SLC25A36,55186,9.4664877946802,-4.76691618790936
203688_at,PKD2,5311,6.90511952417684,-4.76919147700677
219394_at,PGS1,9489,8.90036530835085,-4.76936842989733
217143_s_at,YME1L1,10730,7.47851283386465,-4.77166796038351
204646_at,DPYD,1806,8.31280651249788,-4.77189173989401
212768_s_at,OLFM4,10562,5.50454715420627,-4.77306836012722
201207_at,TNFAIP1,7126,9.82723498657924,-4.77575637792552
218334_at,THOC7,80145,9.13594992579886,-4.77663433593879
201359_at,COPB1,1315,10.8398937880844,-4.78121008058507
201198_s_at,PSMD1,5707,10.2370039049565,-4.78467909605884
204244_s_at,DBF4,10926,8.28990912828402,-4.78519687028665
208669_s_at,EID1,23741,10.0547891878419,-4.7877861555932
217901_at,DSG2,1829,9.91179946686456,-4.7888774475122
210116_at,SH2D1A,4068,6.16227939855842,-4.78956311755186
213792_s_at,INSR,3643,10.1718709388339,-4.79053442814585
203723_at,ITPKB,3707,7.6722405782839,-4.79096582844314
208846_s_at,VDAC3,7419,9.63701789588781,-4.79183288274369
91703_at,EHBP1L1,254102,7.06238802573305,-4.79284637861459
203868_s_at,VCAM1,7412,9.62339915703925,-4.79480719551725
221020_s_at,SLC25A32,81034,8.5146464671981,-4.79691593929956
201584_s_at,DDX39A,10212,9.60395330936672,-4.79762254227148
202061_s_at,SEL1L,6400,9.5155006899964,-4.79777393637012
213537_at,HLA-DPA1,3113,8.24616645173303,-4.79798104180771
219351_at,TRAPPC2,6399,7.92742650883228,-4.79945765380242
204731_at,TGFBR3,7049,7.61559612969546,-4.8041453350748
218708_at,NXT1,29107,8.77613291828598,-4.8046615206612
202598_at,S100A13,6284,9.55511065697069,-4.8049666133824
201785_at,RNASE1,6035,10.531839369639,-4.80533487744853
212949_at,NCAPH,23397,7.86645965180549,-4.80623868252714
212158_at,SDC2,6383,9.74219459824362,-4.80643286639903
218447_at,CMC2,56942,9.81328010112231,-4.80802856672729
205239_at,AREG,374,6.3777161111699,-4.8082682361336
212511_at,PICALM,8301,8.06420284930947,-4.81004140315722
208938_at,PRCC,5546,5.40396993778611,-4.81014071645886
205633_s_at,ALAS1,211,9.05975507673129,-4.81179528504681
213794_s_at,NGDN,25983,9.88424794232676,-4.81289984834673
217745_s_at,NAA50,80218,10.3771134612329,-4.81396871275555
204610_s_at,CCDC85B,11007,8.10731463020624,-4.81435663783749
213238_at,ATP10D,57205,7.91188118404305,-4.81441118629407
212150_at,EFR3A,23167,10.1028937215098,-4.81504316843244
213129_s_at,GCSH,2653,9.31536732984516,-4.81626452174955
202243_s_at,PSMB4,5692,10.8824129212687,-4.81638154623811
219388_at,GRHL2,79977,8.45501487193842,-4.81807604729135
221881_s_at,CLIC4,25932,7.39705132402312,-4.81820579629948
221705_s_at,SIKE1,80143,8.04373633666252,-4.82026610728083
205842_s_at,JAK2,3717,7.10049141465052,-4.82178634229707
218705_s_at,SNX24,28966,6.99742802213625,-4.82292768269112
211755_s_at,ATP5F1,515,11.9788429933036,-4.82545805162112
219454_at,EGFL6,25975,8.56586776353025,-4.82610797060743
206392_s_at,RARRES1,5918,8.05418845857855,-4.826256176333
212420_at,ELF1,1997,10.4864824393973,-4.82745474950686
207165_at,HMMR,3161,8.74897329921813,-4.82824220587838
204688_at,SGCE,8910,8.85898429078158,-4.82873167325098
201897_s_at,CKS1B,1163,10.8151912468733,-4.82958250832509
220030_at,STYK1,55359,5.76960756964649,-4.83057981951494
218683_at,PTBP2,58155,7.41420123710073,-4.83248434302371
201005_at,CD9,928,12.003418839054,-4.8325422441668
202958_at,PTPN9,5780,8.93771580012616,-4.83349551883596
218976_at,DNAJC12,56521,8.53611226126972,-4.83361958214232
206186_at,MPP3,4356,8.53066944514004,-4.83631815510074
203227_s_at,TSPAN31,6302,8.68271799586371,-4.83652940215208
217957_at,CFAP20,29105,9.77977030026297,-4.83747128443737
55081_at,MICALL1,85377,8.25842420864652,-4.83932610898326
207717_s_at,PKP2,5318,5.98268459704487,-4.83947867382988
220146_at,TLR7,51284,6.87975574271915,-4.84142337643283
218379_at,RBM7,10179,9.44339751219632,-4.84163476050363
218865_at,MARC1,64757,9.32870906685725,-4.84453492252474
202833_s_at,SERPINA1,5265,7.7355132324604,-4.84560765493985
218991_at,HEATR6,63897,8.48689595936032,-4.84587476595387
222200_s_at,BSDC1,55108,7.89288985886211,-4.84618946348584
203180_at,ALDH1A3,220,8.62978864897702,-4.84660246472929
200078_s_at,ATP6V0B,533,10.8559229415354,-4.84665744790372
208700_s_at,TKT,7086,8.65117141056254,-4.84982183027302
220742_s_at,NGLY1,55768,9.3292669663725,-4.85011023472057
202144_s_at,ADSL,158,10.2725303407364,-4.85052462363127
209715_at,CBX5,23468,7.97881517619224,-4.85062723067069
219136_s_at,LMF1,64788,7.06901381043888,-4.85139124612741
208425_s_at,TANC2,26115,6.21436343550887,-4.85207487546297
221493_at,TSPYL1,7259,9.38374505862108,-4.85374857763311
213455_at,FAM114A1,92689,10.0629022324715,-4.85533319002848
204103_at,CCL4,6351,8.51779999386133,-4.8561976746154
205771_s_at,AKAP7,9465,6.98151030644899,-4.85631429153552
204078_at,P3H4,10609,7.19515805383825,-4.85658646139091
200001_at,CAPNS1,826,10.5097294431611,-4.85681730813501
201056_at,GOLGB1,2804,8.15164220559693,-4.85718421357197
206978_at,CCR2,729230,7.53535214611746,-4.85721892492419
214722_at,NOTCH2NL,388677,9.71059051463746,-4.85749862412794
200668_s_at,UBE2D3,7323,10.7147176235652,-4.85899837512652
203837_at,MAP3K5,4217,8.80733980011809,-4.85917113202403
212908_at,DNAJC16,23341,8.33613265016078,-4.8604840326121
205258_at,INHBB,3625,9.04560021437102,-4.86363966050913
212432_at,GRPEL1,80273,9.56022554529705,-4.86541126690091
219244_s_at,MRPL46,26589,9.2078819621653,-4.86566110564387
221601_s_at,FCMR,9214,8.42407302294742,-4.86576752965872
207386_at,CYP7B1,9420,6.00649783684674,-4.86582606420793
220281_at,SLC12A1,6557,5.11244594605931,-4.86863015048256
212339_at,EPB41L1,2036,7.42856677030384,-4.86873627957504
208993_s_at,PPIG,9360,8.59644631414176,-4.86972445934429
201598_s_at,INPPL1,3636,9.46740473623977,-4.86975215711998
213797_at,RSAD2,91543,8.3445375085872,-4.87074189652406
211715_s_at,BDH1,622,7.60816331011485,-4.87198066883899
200969_at,SERP1,27230,10.5441548461859,-4.87265806107485
205544_s_at,CR2,1380,5.74525312098014,-4.87269717535921
209484_s_at,NSL1,25936,9.74997299211212,-4.87277520976928
213557_at,CDK12,51755,7.94668962513969,-4.87320260272999
201960_s_at,MYCBP2,23077,10.1096688875795,-4.87321328092071
203024_s_at,C5orf15,56951,10.8706002678226,-4.87380768247071
213438_at,NFASC,23114,6.4938376520216,-4.87396245697685
214271_x_at,RPL12,6136,12.8145175267223,-4.87431877838391
203178_at,GATM,2628,5.41324355948082,-4.87533469334318
214552_s_at,RABEP1,9135,7.76084993539029,-4.87618067251885
202762_at,ROCK2,9475,8.84696633922559,-4.87656935418587
208880_s_at,PRPF6,24148,9.70910167016486,-4.88015454158358
221830_at,RAP2A,5911,8.92513113562046,-4.88051113442869
213372_at,PAQR3,152559,6.44653548305881,-4.88269482253157
203379_at,RPS6KA1,6195,7.7131879547342,-4.88308948433899
203045_at,NINJ1,4814,9.60027819317744,-4.88316007185783
219494_at,RAD54B,25788,7.01895429672765,-4.88349842950075
201176_s_at,ARCN1,372,10.6850465883405,-4.88423797685222
202223_at,STT3A,3703,8.65165866577607,-4.88465846730678
209822_s_at,VLDLR,7436,8.39882267679866,-4.88786425846799
203515_s_at,PMVK,10654,9.03701409006108,-4.88800694875555
203818_s_at,SF3A3,10946,8.21054772775533,-4.88809909252448
218766_s_at,WARS2,10352,7.1005643057681,-4.88857065756786
213285_at,TMEM30B,161291,8.10141594216305,-4.88903404985483
201482_at,QSOX1,5768,8.93612247779809,-4.88904813533243
222239_s_at,INTS6,26512,5.77339548457149,-4.89020983218998
204829_s_at,FOLR2,2350,8.80957802170592,-4.89089557885489
214527_s_at,PQBP1,10084,8.11600746030826,-4.89305844667175
218947_s_at,MTPAP,55149,7.82204874339039,-4.89311494815683
208627_s_at,YBX1,4904,12.0936412909219,-4.89346093241764
219995_s_at,ZNF750,79755,4.6794283398958,-4.8937043299446
204730_at,RIMS3,9783,7.50102872745013,-4.89461197434695
219867_at,CHODL,140578,7.20434103891862,-4.89482887886447
218699_at,RAB29,8934,9.09346146328689,-4.89505483401818
219386_s_at,SLAMF8,56833,8.10196551418031,-4.89597914896619
201613_s_at,AP1G2,8906,8.23484176946831,-4.89651797286851
218180_s_at,EPS8L2,64787,8.64057639151674,-4.89772888284364
219001_s_at,DCAF10,79269,7.57747947020674,-4.8995815147553
203726_s_at,LAMA3,3909,7.38653360941747,-4.90253686157854
218394_at,ROGDI,79641,8.1023227907106,-4.90368762983675
203160_s_at,RNF8,9025,8.53338493988722,-4.90770752475349
209619_at,CD74,972,11.2642861028262,-4.90779604869105
219164_s_at,ATG2B,55102,6.22362972508838,-4.90798692289079
208689_s_at,RPN2,6185,11.0534163860291,-4.90875260468647
215307_at,ZNF529,57711,5.12169765033145,-4.9093607098711
202858_at,U2AF1,7307,10.5865609093777,-4.90941273092655
201445_at,CNN3,1266,9.02836509137589,-4.90980723769497
204613_at,PLCG2,5336,9.21749531021854,-4.91016586487474
202803_s_at,ITGB2,3689,9.59983621449696,-4.91045946030837
221449_s_at,ITFG1,81533,9.48735857279834,-4.91075230013034
208986_at,TCF12,6938,9.63163491058366,-4.91160377439447
221734_at,PRRC1,133619,9.23942421887206,-4.91393966016727
218904_s_at,C9orf40,55071,6.09110204679578,-4.91424154163505
209382_at,POLR3C,10623,7.85774481918742,-4.91463681708381
206028_s_at,MERTK,10461,7.83394405686266,-4.91747785560024
201463_s_at,TALDO1,6888,11.0369220181345,-4.91817924311836
200069_at,SART3,9733,8.87697226920993,-4.9183286369762
212355_at,KHNYN,23351,9.2613407099065,-4.91974375801972
206932_at,CH25H,9023,7.33863670401888,-4.92020979981856
200769_s_at,MAT2A,4144,7.76662073332966,-4.92362867317313
220419_s_at,USP25,29761,9.70393035388428,-4.92511812691292
217810_x_at,LARS,51520,9.76740811360756,-4.92687833642546
212894_at,SUPV3L1,6832,8.58954158922703,-4.92761782945355
214858_at,PP14571,100130449,5.80280252358909,-4.92895790134392
213459_at,RPL37A,6168,6.04026898416625,-4.92956013903001
221942_s_at,GUCY1A3,2982,9.94587196127896,-4.93017546313733
201825_s_at,SCCPDH,51097,8.85306956813481,-4.93021955013604
204264_at,CPT2,1376,7.55429810132004,-4.9320823131027
218257_s_at,UGGT1,56886,8.48216594311381,-4.93225419845952
200011_s_at,ARF3,377,11.0962324398439,-4.93260720141201
212994_at,THOC2,57187,8.74322686386112,-4.93328535434708
213619_at,HNRNPH1,3187,10.1851548577566,-4.93363524884864
209710_at,GATA2,2624,8.18682629700908,-4.93418817640409
205666_at,FMO1,2326,8.5218627033358,-4.93506647217325
219071_x_at,HGH1,51236,9.5491353186205,-4.93513166770599
202890_at,MAP7,9053,8.85762144909464,-4.93688930568206
213242_x_at,CEP170B,283638,9.74562867201348,-4.93737402012687
214743_at,CUX1,1523,9.19270983038868,-4.93819461994377
218478_s_at,ZCCHC8,55596,9.42191448034591,-4.93975451393419
220941_s_at,C21orf91,54149,7.53061700616613,-4.94023795163284
202894_at,EPHB4,2050,9.49677184044022,-4.94123574081335
204205_at,APOBEC3G,60489,8.13774409281037,-4.94166794597345
212647_at,RRAS,6237,7.74908716553921,-4.94299168236681
35666_at,SEMA3F,6405,9.41135208731211,-4.94390074073691
212377_s_at,NOTCH2,4853,9.61669468753102,-4.9441395828395
206713_at,NTNG1,22854,7.65704975694388,-4.94501608577361
212825_at,PAXIP1,22976,8.33824709276643,-4.94556339423073
207809_s_at,ATP6AP1,537,10.8492606786862,-4.94603074544685
202406_s_at,TIAL1,7073,10.220456184427,-4.94651312963628
217548_at,ARPIN,348110,7.7559780009392,-4.94959447328423
213083_at,SLC35D2,11046,8.48071482697423,-4.94959738187272
204082_at,PBX3,5090,8.98722677598993,-4.95043239995349
201970_s_at,NASP,4678,9.53396887313209,-4.95074270956241
217972_at,CHCHD3,54927,10.5416700443081,-4.95076703422357
202797_at,SACM1L,22908,9.50155724041818,-4.95277972936968
213313_at,RABGAP1,23637,9.96585804869838,-4.95315935015646
200986_at,SERPING1,710,9.43237647005961,-4.95381230858307
213048_s_at,SET,6418,10.4827082314361,-4.95451973460784
209332_s_at,MAX,4149,11.0472187710768,-4.95520401868638
221004_s_at,ITM2C,81618,9.38294256537016,-4.95609063173094
212195_at,IL6ST,3572,10.6393709799271,-4.95816211818926
209417_s_at,IFI35,3430,9.07591448666317,-4.95998473009397
