,SymbolsA,EntrezsA,AveExpr,B
1234,NA,1234,9.96039161643726,-5.17767972884512
1236,NA,1236,6.58280579700529,-5.8151636172748
1244,NA,1244,6.39067340436878,-0.0633561032264502
1266,NA,1266,9.02836509137589,-4.90980723769497
1277,NA,1277,10.7352966257354,-6.36077308356872
1278,NA,1278,12.5872986199007,-6.12704979960336
1281,NA,1281,11.7840922932054,-6.50774682263969
1282,NA,1282,9.00327038313493,-6.24771622741267
1284,NA,1284,10.8094434394467,-6.0877305788247
1287,NA,1287,8.18648624360284,-0.187151140897792
1288,NA,1288,6.31117366866142,-5.84953156838206
1289,NA,1289,9.33857543053634,-6.36281521312681
1290,NA,1290,9.79524542587201,-6.48145936494256
1291,NA,1291,11.5508257218609,-5.62781036575179
1292,NA,1292,9.83484186878517,-5.667416504512
1293,NA,1293,12.5298392469389,-6.41904903967361
1294,NA,1294,7.42802127110053,-6.30723797657223
1296,NA,1296,7.9062205851552,-6.48142716301987
1299,NA,1299,7.11024185083237,-6.48543125595241
1300,NA,1300,9.01185463502484,-6.30625668585953
1301,NA,1301,10.6791726648767,-6.01842278932425
1305,NA,1305,6.79061395026511,-5.98300257341837
1306,NA,1306,9.58149453144586,-4.7436518726958
1307,NA,1307,7.58547321605348,-6.14402555872956
1311,NA,1311,8.13590691620325,-5.38251750195757
1312,NA,1312,10.4945257811447,-3.57067464094629
1314,NA,1314,10.6568504855753,-6.44027671906886
1315,NA,1315,10.8398937880844,-4.78121008058507
1316,NA,1316,8.82611436778096,-3.13981617831505
1317,NA,1317,9.77784806145454,-5.70148906830742
1318,NA,1318,8.89536950660199,-6.42785849164553
1326,NA,1326,5.24415363550872,-1.5082997075959
1327,NA,1327,12.335049494808,-6.51608116626543
1329,NA,1329,10.6781130554326,-6.17609121559817
1337,NA,1337,11.8345355846705,-5.65687836545876
1340,NA,1340,11.2429493334913,-6.49165130481659
1345,NA,1345,11.868735848502,-6.48551865903193
1346,NA,1346,7.71064979200265,-5.48482790938472
1349,NA,1349,11.04774408153,-6.38747577455529
1350,NA,1350,8.09206855488985,-6.4648384353714
1353,NA,1353,9.0003572561029,-5.04720647017439
1356,NA,1356,7.5249503650361,-6.40754361374929
1359,NA,1359,8.72225180048929,-6.51108478483076
1360,NA,1360,7.20820632698488,-6.12302652671473
1361,NA,1361,5.24808513481217,-3.48038584703083
1362,NA,1362,9.98642280385849,-4.294306360667
1363,NA,1363,8.43624288267231,-5.38380194209719
1364,NA,1364,8.31558195628212,-6.42558889683845
1365,NA,1365,7.5441502304862,-6.46954365662393
1366,NA,1366,9.12812963812456,-6.12351545257773
1371,NA,1371,6.4844516903772,-5.86159101492151
1374,NA,1374,8.3985880873123,-6.36350482588758
1376,NA,1376,7.55429810132004,-4.9320823131027
1380,NA,1380,5.74525312098014,-4.87269717535921
1381,NA,1381,7.41388024462354,-1.52044600971232
1382,NA,1382,9.61761311174717,-3.86183063301168
1384,NA,1384,8.37215311019732,1.11661037769133
1385,NA,1385,7.71670340245833,-6.41176631995235
1387,NA,1387,9.44927096866875,-6.12142933051565
1389,NA,1389,8.31560771357313,-6.47384745352422
1396,NA,1396,8.97476513175099,-4.24406903657733
1397,NA,1397,8.5110232987011,-3.39375805492785
1398,NA,1398,9.32481331846598,-5.45530038037622
1399,NA,1399,9.81773694785574,-6.47161914441134
1407,NA,1407,8.17174022844388,-6.14061301520719
1410,NA,1410,7.91111425913406,-4.45588884851781
1429,NA,1429,9.05239808936766,-6.41130123084018
